Mix,Name,Formula,CAS number,inchikey,smiles,[M+H]+,[M+NH4]+,[M+Na]+,[M-H2O+H]+
13,STREPTOMYCIN SULFATE,C21H39N7O12, 57-92-1,UCSJYZPVAKXKNQ-HZYVHMACSA-N,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,582.2729,599.2995,604.2549,564.2624
13,ADONITOL,C5H12O5,488-81-3,HEBKCHPVOIAQTA-ZXFHETKHSA-N,C([C@H](C([C@H](CO)O)O)O)O,153.0757,170.1023,175.0577,135.0652
13,CHOLINE,C5H14NO+, 62-49-7,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,105.1148,122.1414,127.0968,87.1043
13,SPARTEINE SULFATE,C15H26N2, 90-39-1,SLRCCWJSBJZJBV-ZMYVRHLSSA-N,C1CCN2CC3CC([C@H]2C1)CN4[C@H]3CCCC4,235.2169,252.2434,257.1988,217.2063
13,PROTOVERATRINE A,C41H63NO14,143-57-7,HYTGGNIMZXFORS-MGYKWWNKSA-N,CC[C@@H](C)C(=O)O[C@H]1[C@@H]([C@H]2[C@@H](CN3C[C@H](CC[C@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@@H]([C@H]6[C@]7([C@]5(C4)O[C@@]6([C@H](CC7)OC(=O)[C@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O,794.4321,811.4587,816.4141,776.4216
13,RIBOFLAVIN,C17H20N4O6,83-88-5,AUNGANRZJHBGPY-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,377.1456,394.1721,399.1275,359.135
13,PYRROMYCIN,C30H35NO11,668-17-7,ZJBMQVPEJHVSQA-OCYVVMCSSA-N,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C=CC(=C4C3=O)O)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N(C)C)O,586.2283,603.2548,608.2102,568.2177
13,THEOPHYLLINE,C7H8N4O2,58-55-9 ,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,181.072,198.0985,203.0539,163.0614
13,ARABITOL(D),C5H12O5,488-82-4,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C([C@@H](C([C@H](CO)O)O)O)O,153.0757,170.1023,175.0577,135.0652
13,Mesotrione,C14H13NO7S,104206-82-8,KPUREKXXPHOJQT-UHFFFAOYSA-N,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],340.0485,357.0751,362.0305,322.038
13,Quinic acid,C7H12O6,77-95-2,AAWZDTNXLSGCEK-LNVDRNJUSA-N,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,193.0707,210.0972,215.0526,175.0601
14,Azaserine,C5H7N3O4,115-02-6,MZZGOOYMKKIOOX-VKHMYHEASA-N,C([C@@H](C(=O)O)N)OC(=O)C=[N+]=[N-],174.0509,191.0775,196.0329,156.0404
14,Azadirachtin,C35H44O16,11141-17-6,FTNJWQUOZFUQQJ-NDAWSKJSSA-N,C/C=C(\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]14CO[C@@]([C@H]4[C@]([C@@H]3O)(C)[C@@]56[C@@H]7C[C@H]([C@@]5(O6)C)[C@]8(C=CO[C@H]8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,721.2702,738.2968,743.2522,703.2596
14,Quebrachitol,C7H14O6,642-38-6,DSCFFEYYQKSRSV-MBXCVVGISA-N,COC1[C@@H]([C@H](C([C@@H]([C@H]1O)O)O)O)O,195.0863,212.1129,217.0683,177.0757
14,Carnitine (Dl) Hydrochloride,C7H15NO3,461-06-3,PHIQHXFUZVPYII-UHFFFAOYSA-N,C[N+](C)(C)CC(CC(=O)[O-])O,162.1125,179.139,184.0944,144.1019
14,Citrulline,C6H13N3O3,627-77-0,RHGKLRLOHDJJDR-UHFFFAOYSA-N,C(CC(C(=O)O)N)CNC(=O)N,176.103,193.1295,198.0849,158.0924
14,Creatinine,C4H7N3O,60-27-5,DDRJAANPRJIHGJ-UHFFFAOYSA-N ,CN1CC(=O)NC1=N,114.0662,131.0927,136.0481,96.0556
14,Mimosine,C8H10N2O4,No CAS#,WZNJWVWKTVETCG-YFKPBYRVSA-N,C1=CN(C=C(C1=O)O)C[C@@H](C(=O)O)N,199.0713,216.0979,221.0533,181.0608
14,Aconitic Acid,C6H6O6,585-84-2,GTZCVFVGUGFEME-IWQZZHSRSA-N,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,175.0237,192.0503,197.0057,157.0131
14,Xanthopterin,C6H5N5O2,119-44-8,VURKRJGMSKJIQX-UHFFFAOYSA-N,C1=NC2=C(C(=O)NC(=N2)N)NC1=O,180.0516,197.0781,202.0335,162.041
14,Djenkolic Acid,C7H14N2O4S2,498-59-9,JMQMNWIBUCGUDO-WHFBIAKZSA-N,C([C@@H](C(=O)O)N)SCSC[C@@H](C(=O)O)N,255.0468,272.0733,277.0287,237.0362
14,"[(1S,6S,7R,10R,15S,16R,18S,19R,20R)-6-(3-Furyl)-8,9,18,19,20-pentahydroxy-3-(1-hydroxy-2-methylpropylidene)-7,12,15,17-tetramethyl-4-oxo-5,11,13,21-tetraoxaheptacyclo[10.8.1.114,17.01,10.02,7.010,15.014,19]docos-16-yl]acetic acid",C32H40O14,No CAS#,FLRUCNJMPLRHQE-WUKNDPDISA-N,CC(C)/C(=C\1/C2C(C(C(C34C25C(C6(C(C7(CC6(C3(C7CC(=O)O)C)OC(O4)(O5)C)C)O)O)O)O)O)(C(OC1=O)C8=COC=C8)C)/O,649.2491,666.2756,671.231,631.2385
14,Glutamine (D),C5H10N2O3,4/3/99,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,C(CC(=O)N)C(C(=O)O)N,147.0764,164.103,169.0584,129.0659
14,Carnosine,C9H14N4O3,305-84-0,CQOVPNPJLQNMDC-ZETCQYMHSA-N,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN  ,227.1139,244.1404,249.0958,209.1033
14,Pantethine,C22H42N4O8S2,16816-67-4,DJWYOLJPSHDSAL-ROUUACIJSA-N ,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)O,555.2517,572.2782,577.2336,537.2411
14,"Salinomycin, Sodium",C42H70O11,53003-10-4,KQXDHUJYNAXLNZ-XQSDOZFQSA-N,CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O,751.4991,768.5256,773.481,733.4885
14,Canavanine,C5H12N4O3,543-38-4,FSBIGDSBMBYOPN-VKHMYHEASA-N,C(CON=C(N)N)[C@@H](C(=O)O)N,177.0982,194.1248,199.0802,159.0877
14,Glutathione,C10H17N3O6S,70-18-8,RWSXRVCMGQZWBV-WDSKDSINSA-N,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,308.0911,325.1176,330.073,290.0805
14,Melezitose,C18H32O16,No CAS#,QWIZNVHXZXRPDR-WSCXOGSTSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O,505.1763,522.2029,527.1583,487.1657
14,Utilin,C41H52O17,31218-22-1,HPSILLNWMJOWNM-JQKOPRRGSA-N  ,CCC(C)C(=O)O[C@@H]1C[C@]2([C@@H](OC(=O)CC23C45C1(C6([C@H](C7(CC6(C([C@H]7OC(=O)C8(C(O8)C)C)([C@H]4OC(=O)C)O)O)C)CC(=O)OC)C)OC(O3)(O5)C)C9=COC=C9)C,817.3277,834.3543,839.3097,799.3172
14,Kasugamycin Hydrochloride,C14H25N3O9,6980-18-3,PVTHJAPFENJVNC-UQTMRZPGSA-N,C[C@@H]1[C@H](C[C@@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)O)O)O)N)N=C(C(=O)O)N,380.1664,397.1929,402.1483,362.1558
14,Quinic Acid,C7H12O6,77-95-2,AAWZDTNXLSGCEK-LNVDRNJUSA-N,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,193.0707,210.0972,215.0526,175.0601
14,Kinetin Riboside,C15H17N5O5,No CAS#,CAGLGYNQQSIUGX-SDBHATRESA-N,C1=COC(=C1)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,348.1302,365.1568,370.1122,330.1197
14,Linamarin,C10H17NO6,554-35-8,QLTCHMYAEJEXBT-ZEBDFXRSSA-N,CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,248.1129,265.1394,270.0948,230.1023
14,Nonic Acid,C9H16O4,No CAS#, FNZSVEHJZREFPF-SSDOTTSWSA-N ,CCCCC[C@H](CC(=O)O)C(=O)O,189.1121,206.1387,211.0941,171.1016
14,Glucosaminic Acid,C6H13NO6,No CAS#,UFYKDFXCZBTLOO-TXICZTDVSA-N,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)N)O)O)O)O,196.0816,213.1081,218.0635,178.071
14,Uridine Triphosphate Trisodium,C9H15N2O15P3,19817-92-6,PGAVKCOVUIYSFO-XVFCMESISA-N,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O ,484.9758,502.0024,506.9577,466.9652
14,Arcaine,C6H16N6,36587-93-6,HGMDNMBBCKDWTQ-UHFFFAOYSA-N,C(CCN=C(N)N)CN=C(N)N,173.1509,190.1775,195.1329,155.1404
14,Cephalosporin C,C16H21N3O8S,61-24-5,HOKIDJSKDBPKTQ-GLXFQSAKSA-N,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O,416.1122,433.1388,438.0942,398.1016
14,Bussein,C43H54O18,41060-14-4,KVAGRMDUXLYLAZ-ZUKVQIKRSA-N,CC(C)/C(=C/1\C2[C@]([C@@H](OC1=O)C3=COC=C3)(C([C@H]([C@@]45[C@]26[C@@H]([C@]7(C(C8(CC7([C@]4([C@H]8CC(=O)OC)C)OC(O5)(O6)C)C)OC(=O)C(C)C)O)OC(=O)C)OC(=O)C)OC(=O)C)C)/O,859.3383,876.3648,881.3202,841.3277
14,"D,L-Threo-3-Hydroxyaspartic Acid",C4H7NO5,No CAS#,YYLQUHNPNCGKJQ-UHFFFAOYSA-N,C(C(C(=O)O)O)(C(=O)O)N,150.0397,167.0662,172.0216,132.0291
14,Ornithine,C5H12N2O2,70-26-8,AHLPHDHHMVZTML-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CN,133.0972,150.1237,155.0791,115.0866
14,Cadaverine Tartrate,C5H14N2,462-94-2,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,C(CCN)CCN,103.123,120.1495,125.1049,85.1124
14,"Glycyrrhizic Acid, Ammonium Salt",C42H62O16,1405-86-3,LPLVUJXQOOQHMX-MOGLOQIBSA-N,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,823.4111,840.4376,845.393,805.4005
14,Gamma-Aminobutyric Acid,C4H9NO2,56-12-2,BTCSSZJGUNDROE-UHFFFAOYSA-N,C(CC(=O)O)CN,104.0706,121.0972,126.0525,86.06
14,ERYTHROSE,C4H8O4,583-50-6,YTBSYETUWUMLBZ-IUYQGCFVSA-N,C([C@H]([C@H](C=O)O)O)O,121.0495,138.0761,143.0315,103.039
14,Trehalose,C12H22O11,99-20-7,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,343.1235,360.15,365.1054,325.1129
14,Maltotriose,C18H32O16,1109-28-0,FYGDTMLNYKFZSV-DZOUCCHMSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,505.1763,522.2029,527.1583,487.1657
14,2-hydroxyquinoline,C9H7NO,59-31-4,LISFMEBWQUVKPJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)N2,146.06,163.0866,168.042,128.0495
15,MUPIROCIN,C26H44O9,12650-69-0,MINDHVHHQZYEEK-HBBNESRFSA-N,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,501.3058,518.3324,523.2878,483.2952
15,NETILMICIN SULFATE,C21H41N5O7,56391-56-1,CIDUJQMULVCIBT-MQDUPKMGSA-N,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,476.3079,493.3344,498.2898,458.2973
15,ASCORBIC ACID,C6H8O6,50-81-7,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,177.0394,194.0659,199.0213,159.0288
15,THIAMINE,C12H17N4OS+,67-03-8,JZRWCGZRTZMZEH-UHFFFAOYSA-N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,266.1196,283.1461,288.1015,248.109
15,CYCLOSPORINE,C62H111N11O12,59865-13-3,PMATZTZNYRCHOR-IMVLJIQESA-N,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1202.8486,1219.8752,1224.8306,1184.8381
15,PYRIDOXINE,C8H11NO3,65-23-6,LXNHXLLTXMVWPM-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CO)CO,170.0812,187.1077,192.0631,152.0706
15,THEOBROMINE,C7H8N4O2,83-67-0,YAPQBXQYLJRXSA-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)NC(=O)N2C,181.072,198.0985,203.0539,163.0614
15,BIOTIN,C10H16N2O3S,58-85-5,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,245.0954,262.122,267.0774,227.0849
15,ACARBOSE,C25H43NO18,56180-94-0,XUFXOAAUWZOOIT-UGEKTDRHSA-N,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,646.2553,663.2818,668.2372,628.2447
15,ADENINE,C5H5N5,73-24-5,GFFGJBXGBJISGV-UHFFFAOYSA-N,C1=NC2=NC=NC(=C2N1)N,136.0618,153.0883,158.0437,118.0512
15,ABAMECTIN,C48H72O14,65195-55-3,RRZXIRBKKLTSOM-VDYLCOMISA-N,CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,873.4995,890.526,895.4814,855.4889
15,ALLANTOIN,C4H6N4O3,97-59-6,POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N,159.0513,176.0778,181.0332,141.0407
15,PACLITAXEL,C47H51NO14,33069-62-4,RCINICONZNJXQF-MZXODVADSA-N,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,854.3382,871.3648,876.3202,836.3277
15,Amygdalin,C20H27NO11,29883-15-6,XUCIJNAGGSZNQT-JHSLDZJXSA-N,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,458.1657,475.1922,480.1476,440.1551
15,"[(1S,6S,7R,10R,15S,16R,18S,19R,20R)-6-(3-Furyl)-8,9,18,19,20-pentahydroxy-3-(1-hydroxy-2-methylpropylidene)-7,12,15,17-tetramethyl-4-oxo-5,11,13,21-tetraoxaheptacyclo[10.8.1.114,17.01,10.02,7.010,15.014,19]docos-16-yl]acetic acid",C32H40O14,No CAS#,FLRUCNJMPLRHQE-WUKNDPDISA-N ,CC(C)/C(=C\1/C2C(C(C(C34C25C(C6(C(C7(CC6(C3(C7CC(=O)O)C)OC(O4)(O5)C)C)O)O)O)O)O)(C(OC1=O)C8=COC=C8)C)/O,649.2491,666.2756,671.231,631.2385
15,DIGOXIN,C41H64O14,20830-75-5,LTMHDMANZUZIPE-PUGKRICDSA-N,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,781.4369,798.4634,803.4188,763.4263
15,DIGITONIN,C56H92O29,11024-24-1,UVYVLBIGDKGWPX-KUAJCENISA-N ,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)[C@H]([C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,1229.5797,1246.6062,1251.5616,1211.5691
15,Utilin,C41H52O17,31218-22-1,HPSILLNWMJOWNM-JQKOPRRGSA-N  ,CCC(C)C(=O)O[C@@H]1C[C@]2([C@@H](OC(=O)CC23C45C1(C6([C@H](C7(CC6(C([C@H]7OC(=O)C8(C(O8)C)C)([C@H]4OC(=O)C)O)O)C)CC(=O)OC)C)OC(O3)(O5)C)C9=COC=C9)C,817.3277,834.3543,839.3097,799.3172
15,TANNIC ACID,C76H52O46,1401-55-4,LRBQNJMCXXYXIU-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,1701.1803,1718.2068,1723.1622,1683.1697
15,Lactobionic Acid,C12H22O12,96-82-2,JYTUSYBCFIZPBE-AMTLMPIISA-N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O,359.1184,376.1449,381.1003,341.1078
15,MUCIC ACID,C6H10O8,526-99-8,DSLZVSRJTYRBFB-DUHBMQHGSA-N,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,211.0448,228.0714,233.0268,193.0343
15,SALICIN,C13H18O7,138-52-3,NGFMICBWJRZIBI-UJPOAAIJSA-N,C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,287.1125,304.1391,309.0945,269.102
15,Flavin Mononucleotide,C17H21N4O9P,146-17-8,FVTCRASFADXXNN-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,457.1119,474.1384,479.0938,439.1013
15,USNIC ACID,C18H16O7,125-46-2,CUCUKLJLRRAKFN-UHFFFAOYSA-N,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,345.0969,362.1234,367.0788,327.0863
15,TYRAMINE,C8H11NO,51-67-2,DZGWFCGJZKJUFP-UHFFFAOYSA-N,C1=CC(=CC=C1CCN)O,138.0913,155.1179,160.0733,120.0808
15,SPIRAMYCIN,C43H74N2O14,8025-81-8,ACTOXUHEUCPTEW-JMRHEKERSA-N,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,843.5213,860.5478,865.5032,825.5107
15,7-DESHYDROXYPYROGALLIN-4-CARBOXYLIC ACID,C12H8O6,No CAS#,XCSLJQFPTAZKDV-UHFFFAOYSA-N,C1=CC(=C(C2=C(C(=O)C=C(C=C21)C(=O)O)O)O)O,249.0394,266.0659,271.0213,231.0288
15,SIROLIMUS,C51H79NO13,53123-88-9,QFJCIRLUMZQUOT-HPLJOQBZSA-N,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,914.5624,931.589,936.5444,896.5519
15,OLEANDOMYCIN PHOSPHATE,C35H61NO12,3922-90-5 ,RZPAKFUAFGMUPI-QESOVKLGSA-N,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C,688.4267,705.4532,710.4086,670.4161
15,TYLOSIN TARTRATE,C46H77NO17,1401-69-0,WBPYTXDJUQJLPQ-VMXQISHHSA-N,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,916.5264,933.553,938.5084,898.5159
15,APRAMYCIN,C21H41N5O11,37321-09-8,XZNUGFQTQHRASN-XQENGBIVSA-N,CN[C@H]1[C@H]([C@@H]2[C@H](C[C@H]([C@H](O2)O[C@@H]3[C@H](C[C@H]([C@@H]([C@H]3O)O)N)N)N)O[C@@H]1O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)N)O)O)O,540.2875,557.3141,562.2695,522.277
15,PYROGALLIN,C11H8O4,No CAS#,OLSYHLURTGEIBH-UHFFFAOYSA-N,C1=CC(=O)C(=C2C(=C1)C=CC(=C2O)O)O,205.0495,222.0761,227.0315,187.039
15,ETOPOSIDE,C29H32O13,33419-42-0,VJJPUSNTGOMMGY-MRVIYFEKSA-N,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,589.1916,606.2181,611.1735,571.181
15,Isomaltulose,C12H22O11,13718-94-0,PVXPPJIGRGXGCY-TZLCEDOOSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)(CO)O)O)O)O)O)O)O,343.1235,360.15,365.1054,325.1129
15,Deoxyuridine,C9H12N2O5,951-78-0,MXHRCPNRJAMMIM-SHYZEUOFSA-N,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,229.0819,246.1084,251.0638,211.0713
15,Quinine,C20H24N2O2,130-95-0, LOUPRKONTZGTKE-WZBLMQSHSA-N ,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,325.1911,342.2176,347.173,307.1805
15,Chlorogenic Acid,C16H18O9,327-97-9,CWVRJTMFETXNAD-JUHZACGLSA-N,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,355.1024,372.1289,377.0843,337.0918
15,2'-deoxyadenosine,C10H13N5O3,13276-53-4,OLXZPDWKRNYJJZ-FSDSQADBSA-N  ,C1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,252.1091,269.1357,274.0911,234.0986
